Run,BioProject
SRR7132295,PRJNA466150
SRR7132294,PRJNA466150
SRR7132293,PRJNA466150
SRR7132292,PRJNA466150
SRR7132291,PRJNA466150
SRR7132290,PRJNA466150
SRR7132289,PRJNA466150
SRR7132288,PRJNA466150
SRR7132287,PRJNA466150
SRR7132286,PRJNA466150
SRR7132277,PRJNA466150
SRR7183117,PRJNA471907
SRR7183116,PRJNA471907
SRR7183115,PRJNA471907
SRR7183114,PRJNA471907
SRR7183113,PRJNA471907
SRR7183112,PRJNA471907
SRR7182546,PRJNA472015
SRR7182547,PRJNA472015
SRR7182548,PRJNA472015
SRR7182549,PRJNA472015
SRR7182550,PRJNA472015
SRR7182551,PRJNA472015
SRR7182552,PRJNA472015
SRR7182553,PRJNA472015
SRR7214386,PRJNA472972
SRR7214387,PRJNA472972
SRR7214388,PRJNA472972
SRR7214389,PRJNA472972
SRR7214390,PRJNA472972
SRR7214391,PRJNA472972
SRR7214392,PRJNA472972
SRR7214393,PRJNA472972
SRR7214394,PRJNA472972
SRR7214395,PRJNA472972
SRR7214396,PRJNA472972
SRR7214397,PRJNA472972
SRR7214398,PRJNA472972
SRR7214399,PRJNA472972
SRR7214400,PRJNA472972
SRR7214401,PRJNA472972
SRR7214402,PRJNA472972
SRR7214403,PRJNA472972
SRR7214404,PRJNA472972
SRR7214405,PRJNA472972
SRR7214406,PRJNA472972
SRR7214407,PRJNA472972
SRR7214408,PRJNA472972
SRR7214409,PRJNA472972
SRR7214410,PRJNA472972
SRR7214411,PRJNA472972
SRR7214412,PRJNA472972
SRR7214413,PRJNA472972
SRR7214414,PRJNA472972
SRR7214415,PRJNA472972
SRR7214416,PRJNA472972
SRR7214417,PRJNA472972
SRR7214418,PRJNA472972
SRR7214419,PRJNA472972
SRR7214420,PRJNA472972
SRR7214421,PRJNA472972
SRR7214422,PRJNA472972
SRR7214423,PRJNA472972
SRR7214424,PRJNA472972
SRR7214425,PRJNA472972
SRR7214426,PRJNA472972
SRR7214427,PRJNA472972
SRR7214428,PRJNA472972
SRR7214429,PRJNA472972
SRR7215536,PRJNA472988
SRR7215537,PRJNA472988
SRR7215538,PRJNA472988
SRR7215539,PRJNA472988
SRR7215540,PRJNA472988
SRR7215541,PRJNA472988
SRR7215548,PRJNA472988
SRR7215549,PRJNA472988
SRR7215550,PRJNA472988
SRR7215551,PRJNA472988
SRR7215552,PRJNA472988
SRR7215553,PRJNA472988
SRR7215554,PRJNA472988
SRR7215555,PRJNA472988
SRR7215503,PRJNA472989
SRR7215502,PRJNA472989
SRR7215499,PRJNA472989
SRR7215498,PRJNA472989
SRR7215497,PRJNA472989
SRR7215496,PRJNA472989
SRR7235643,PRJNA473808
SRR7235644,PRJNA473808
SRR7235645,PRJNA473808
SRR7235646,PRJNA473808
SRR7235647,PRJNA473808
SRR7235648,PRJNA473808
SRR7235649,PRJNA473808
SRR7235650,PRJNA473808
SRR7235651,PRJNA473808
SRR7235652,PRJNA473808
SRR7235653,PRJNA473808
SRR7235654,PRJNA473808
SRR7240721,PRJNA473925
SRR7240722,PRJNA473925
SRR7240723,PRJNA473925
SRR7240724,PRJNA473925
SRR7240725,PRJNA473925
SRR7240726,PRJNA473925
SRR7241903,PRJNA473987
SRR7241904,PRJNA473987
SRR7241905,PRJNA473987
SRR7241907,PRJNA473987
SRR7241908,PRJNA473987
SRR7241909,PRJNA473987
SRR7241910,PRJNA473989
SRR7241911,PRJNA473989
SRR7241912,PRJNA473989
SRR7241913,PRJNA473989
SRR7241914,PRJNA473989
SRR7241915,PRJNA473989
SRR7241916,PRJNA473989
SRR13091900,PRJNA473989
SRR7241918,PRJNA473989
SRR7241919,PRJNA473989
SRR7241920,PRJNA473989
SRR7241922,PRJNA473989
SRR7241923,PRJNA473989
SRR7241924,PRJNA473989
SRR7241925,PRJNA473989
SRR7241926,PRJNA473989
SRR7241927,PRJNA473989
SRR7241928,PRJNA473989
SRR7241929,PRJNA473989
SRR7241930,PRJNA473989
SRR7241931,PRJNA473989
SRR7241932,PRJNA473989
SRR7241933,PRJNA473989
SRR8093855,PRJNA473989
SRR8093856,PRJNA473989
SRR8093857,PRJNA473989
SRR8093858,PRJNA473989
SRR8093859,PRJNA473989
SRR8093860,PRJNA473987
SRR7252574,PRJNA474431
SRR7252575,PRJNA474431
SRR7252576,PRJNA474431
SRR7252577,PRJNA474431
SRR7265151,PRJNA474715
SRR7265152,PRJNA474715
SRR7265153,PRJNA474715
SRR7265154,PRJNA474715
SRR7265155,PRJNA474715
SRR7265156,PRJNA474715
SRR7265174,PRJNA474715
SRR7265175,PRJNA474715
SRR7265176,PRJNA474715
SRR7265177,PRJNA474715
SRR7265178,PRJNA474715
SRR7265179,PRJNA474715
SRR7265180,PRJNA474715
SRR7265181,PRJNA474715
SRR7265182,PRJNA474715
SRR7265183,PRJNA474715
SRR7265184,PRJNA474715
SRR7265185,PRJNA474715
SRR7265186,PRJNA474715
SRR7265187,PRJNA474715
SRR7265188,PRJNA474715
SRR7265189,PRJNA474715
SRR7265190,PRJNA474715
SRR7265208,PRJNA474715
SRR7265209,PRJNA474715
SRR7265210,PRJNA474715
SRR7265211,PRJNA474715
SRR7265212,PRJNA474715
SRR7265213,PRJNA474715
SRR7265214,PRJNA474715
SRR7265215,PRJNA474715
SRR7265216,PRJNA474715
SRR7265217,PRJNA474715
SRR7265218,PRJNA474715
SRR7277902,PRJNA475144
SRR7277903,PRJNA475144
SRR7277904,PRJNA475144
SRR7277905,PRJNA475144
SRR7281386,PRJNA475266
SRR7281388,PRJNA475266
SRR7281390,PRJNA475266
SRR7405198,PRJNA476979
SRR7405199,PRJNA476979
SRR7405200,PRJNA476979
SRR7405201,PRJNA476979
SRR7405202,PRJNA476979
SRR7405203,PRJNA476979
SRR7405204,PRJNA476979
SRR7405205,PRJNA476979
SRR7405206,PRJNA476979
SRR7405207,PRJNA476979
SRR7883717,PRJNA477831
SRR7883718,PRJNA477831
SRR7883719,PRJNA477831
SRR7883720,PRJNA477831
SRR7883721,PRJNA477831
SRR7883722,PRJNA477831
SRR7883723,PRJNA477831
SRR7883724,PRJNA477831
SRR7883725,PRJNA477831
SRR7883726,PRJNA477831
SRR7883727,PRJNA477831
SRR7883728,PRJNA477831
SRR7883729,PRJNA477831
SRR7883730,PRJNA477831
SRR7883731,PRJNA477831
SRR7883746,PRJNA477831
SRR7883747,PRJNA477831
SRR7883748,PRJNA477831
SRR7883749,PRJNA477831
SRR7883750,PRJNA477831
SRR7883751,PRJNA477831
SRR7883752,PRJNA477831
SRR7883753,PRJNA477831
SRR7883754,PRJNA477831
SRR7883755,PRJNA477831
SRR7883756,PRJNA477831
SRR7883757,PRJNA477831
SRR7883758,PRJNA477831
SRR7883759,PRJNA477831
SRR7883760,PRJNA477831
SRR7883761,PRJNA477831
SRR7883762,PRJNA477831
SRR7883763,PRJNA477831
SRR7883764,PRJNA477831
SRR7883765,PRJNA477831
SRR7883766,PRJNA477831
SRR7883767,PRJNA477831
SRR7451197,PRJNA478455
SRR7451196,PRJNA478455
SRR7451195,PRJNA478455
SRR7451194,PRJNA478455
SRR7451193,PRJNA478455
SRR7451192,PRJNA478455
SRR7451191,PRJNA478455
SRR7451190,PRJNA478455
SRR7451189,PRJNA478455
SRR7451188,PRJNA478455
SRR7451185,PRJNA478455
SRR7451184,PRJNA478455
SRR7513745,PRJNA480786
SRR7513746,PRJNA480786
SRR7513747,PRJNA480786
SRR7513748,PRJNA480786
SRR7516856,PRJNA480907
SRR7516857,PRJNA480907
SRR7516858,PRJNA480907
SRR7516859,PRJNA480907
SRR7516864,PRJNA480907
SRR7516865,PRJNA480907
SRR7516866,PRJNA480907
SRR7516867,PRJNA480907
SRR7638383,PRJNA484185
SRR7638384,PRJNA484185
SRR7638385,PRJNA484185
SRR7638386,PRJNA484185
SRR7638387,PRJNA484185
SRR7638388,PRJNA484185
SRR7640021,PRJNA484227
SRR7640019,PRJNA484227
SRR7640017,PRJNA484227
SRR7640015,PRJNA484227
SRR7640013,PRJNA484227
SRR7640011,PRJNA484227
SRR7640009,PRJNA484227
SRR7640007,PRJNA484227
SRR7640005,PRJNA484227
SRR7640003,PRJNA484227
SRR7640002,PRJNA484227
SRR7640000,PRJNA484227
SRR7639998,PRJNA484227
SRR7639996,PRJNA484227
SRR8874836,PRJNA484227
SRR8874835,PRJNA484227
SRR8874834,PRJNA484227
SRR8874833,PRJNA484227
SRR8874832,PRJNA484227
SRR8874828,PRJNA484227
SRR8874825,PRJNA484227
SRR8874824,PRJNA484227
SRR8874822,PRJNA484227
SRR8874820,PRJNA484227
SRR8874819,PRJNA484227
SRR8874818,PRJNA484227
SRR8874817,PRJNA484227
SRR8874815,PRJNA484227
SRR8874813,PRJNA484227
SRR8874807,PRJNA484227
SRR8874806,PRJNA484227
SRR8874802,PRJNA484227
SRR7698526,PRJNA486172
SRR7698527,PRJNA486172
SRR7698528,PRJNA486172
SRR7698529,PRJNA486172
SRR7698530,PRJNA486172
SRR7698531,PRJNA486172
SRR7698532,PRJNA486172
SRR7698533,PRJNA486172
SRR7777908,PRJNA488955
SRR7777909,PRJNA488955
SRR7777910,PRJNA488955
SRR7777911,PRJNA488955
SRR7777912,PRJNA488955
SRR7777913,PRJNA488955
SRR7777914,PRJNA488955
SRR7777915,PRJNA488955
SRR8413893,PRJNA489275
SRR8413894,PRJNA489275
SRR8413895,PRJNA489275
SRR8413896,PRJNA489275
SRR8413897,PRJNA489275
SRR8413898,PRJNA489275
SRR7792195,PRJNA489606
SRR7792196,PRJNA489606
SRR7874134,PRJNA491747
SRR7874135,PRJNA491747
SRR7874136,PRJNA491747
SRR7874137,PRJNA491747
SRR7874138,PRJNA491747
SRR7874139,PRJNA491747
SRR7907165,PRJNA493293
SRR7907166,PRJNA493293
SRR7907167,PRJNA493293
SRR7907168,PRJNA493293
SRR7907169,PRJNA493293
SRR7907170,PRJNA493293
SRR7907175,PRJNA493293
SRR7907176,PRJNA493293
SRR7907177,PRJNA493293
SRR7907178,PRJNA493293
SRR7956050,PRJNA494404
SRR7956051,PRJNA494404
SRR7956052,PRJNA494404
SRR7956053,PRJNA494404
SRR8070862,PRJNA497255
SRR8070864,PRJNA497255
SRR8070866,PRJNA497255
SRR8070868,PRJNA497255
SRR8130804,PRJNA499089
SRR8130805,PRJNA499089
SRR8130806,PRJNA499089
SRR8130807,PRJNA499089
SRR8130808,PRJNA499089
SRR8130809,PRJNA499089
SRR8130810,PRJNA499089
SRR8130811,PRJNA499089
SRR8135324,PRJNA501872
SRR8135325,PRJNA501872
SRR8135326,PRJNA501872
SRR8135327,PRJNA501872
SRR8135328,PRJNA501872
SRR8135329,PRJNA501872
SRR8135330,PRJNA501872
SRR8135331,PRJNA501872
SRR8135332,PRJNA501872
SRR8135333,PRJNA501872
SRR8135334,PRJNA501872
SRR8135335,PRJNA501872
SRR8135336,PRJNA501872
SRR8135337,PRJNA501872
SRR8135338,PRJNA501872
SRR8135339,PRJNA501872
SRR8135340,PRJNA501872
SRR8135341,PRJNA501872
SRR8135342,PRJNA501872
SRR8135343,PRJNA501872
SRR8135344,PRJNA501872
SRR8135345,PRJNA501872
SRR8135346,PRJNA501872
SRR8135347,PRJNA501872
SRR8136737,PRJNA501880
SRR8136738,PRJNA501880
SRR8136739,PRJNA501880
SRR8136740,PRJNA501880
SRR8136741,PRJNA501880
SRR8136742,PRJNA501880
SRR8136743,PRJNA501880
SRR8136744,PRJNA501880
SRR8136745,PRJNA501880
SRR8142347,PRJNA503203
SRR8142349,PRJNA503203
SRR8142351,PRJNA503203
SRR8142353,PRJNA503203
SRR8142355,PRJNA503203
SRR8142357,PRJNA503203
SRR8142359,PRJNA503203
SRR8142361,PRJNA503203
SRR8142363,PRJNA503203
SRR8145455,PRJNA503400
SRR8145456,PRJNA503400
SRR8145457,PRJNA503400
SRR8145458,PRJNA503400
SRR8145459,PRJNA503400
SRR8197267,PRJNA505780
SRR8197269,PRJNA505780
SRR8197270,PRJNA505780
SRR8197271,PRJNA505780
SRR8197272,PRJNA505780
SRR8197273,PRJNA505780
SRR8197274,PRJNA505780
SRR8197275,PRJNA505780
SRR8239838,PRJNA506724
SRR8239839,PRJNA506724
SRR8239840,PRJNA506724
SRR8239841,PRJNA506724
SRR8239842,PRJNA506724
SRR8239843,PRJNA506724
SRR8246561,PRJNA507085
SRR8246562,PRJNA507085
SRR8310196,PRJNA509230
SRR8310197,PRJNA509230
SRR8310198,PRJNA509230
SRR8310199,PRJNA509230
SRR8310200,PRJNA509230
SRR8310201,PRJNA509230
SRR8310202,PRJNA509230
SRR8310203,PRJNA509230
SRR8310204,PRJNA509230
SRR8310205,PRJNA509230
SRR11869332,PRJNA510416
SRR11869322,PRJNA510416
SRR11869324,PRJNA510416
SRR11869326,PRJNA510416
SRR11869328,PRJNA510416
SRR11869330,PRJNA510416
SRR11869334,PRJNA510416
SRR11869336,PRJNA510416
SRR11869338,PRJNA510416
SRR11869340,PRJNA510416
SRR11869342,PRJNA510416
SRR11869344,PRJNA510416
SRR11869346,PRJNA510416
SRR11869348,PRJNA510416
SRR11869350,PRJNA510416
SRR11869352,PRJNA510416
SRR11869354,PRJNA510416
SRR11869356,PRJNA510416
SRR11869358,PRJNA510416
SRR11869360,PRJNA510416
SRR11869362,PRJNA510416
SRR11869364,PRJNA510416
SRR11869366,PRJNA510416
SRR11869368,PRJNA510416
SRR11869370,PRJNA510416
SRR11869372,PRJNA510416
SRR11869374,PRJNA510416
SRR11869376,PRJNA510416
SRR8353546,PRJNA510796
SRR8353547,PRJNA510796
SRR8353548,PRJNA510796
SRR8353549,PRJNA510796
SRR8353550,PRJNA510796
SRR8353551,PRJNA510796
SRR8353556,PRJNA510796
SRR8353557,PRJNA510796
SRR8353558,PRJNA510796
SRR8353559,PRJNA510796
SRR8383359,PRJNA512491
SRR8383361,PRJNA512491
SRR8383363,PRJNA512491
SRR8383365,PRJNA512491
SRR8383367,PRJNA512491
SRR8392705,PRJNA512837
SRR8392706,PRJNA512837
SRR8392707,PRJNA512837
SRR8392708,PRJNA512837
SRR8392709,PRJNA512837
SRR8392710,PRJNA512837
SRR8392711,PRJNA512837
SRR8392712,PRJNA512837
SRR8397263,PRJNA513069
SRR8397264,PRJNA513069
SRR8397265,PRJNA513069
SRR8397266,PRJNA513069
SRR8397267,PRJNA513069
SRR8397268,PRJNA513069
SRR8397269,PRJNA513069
SRR8397270,PRJNA513069
SRR8397271,PRJNA513069
SRR8397272,PRJNA513069
SRR8397273,PRJNA513069
SRR8397274,PRJNA513069
SRR8397275,PRJNA513069
SRR8397276,PRJNA513069
SRR8397277,PRJNA513069
SRR8397278,PRJNA513069
SRR8397279,PRJNA513069
SRR8404134,PRJNA513305
SRR8404135,PRJNA513305
SRR8404136,PRJNA513305
SRR8404137,PRJNA513305
SRR8404138,PRJNA513305
SRR8404139,PRJNA513305
SRR8404140,PRJNA513305
SRR8404141,PRJNA513305
SRR8434774,PRJNA514710
SRR8434775,PRJNA514710
SRR8434776,PRJNA514710
SRR8445000,PRJNA515289
SRR8445001,PRJNA515289
SRR8445002,PRJNA515289
SRR8445003,PRJNA515289
SRR8449577,PRJNA515538
SRR8449566,PRJNA515538
SRR8449567,PRJNA515538
SRR8449568,PRJNA515538
SRR8449569,PRJNA515538
SRR8449570,PRJNA515538
SRR8449571,PRJNA515538
SRR8449572,PRJNA515538
SRR8449573,PRJNA515538
SRR8449574,PRJNA515538
SRR8449575,PRJNA515538
SRR8449576,PRJNA515538
SRR8449578,PRJNA515538
SRR8449579,PRJNA515538
SRR8449580,PRJNA515538
SRR8449581,PRJNA515538
SRR8494660,PRJNA517401
SRR8494662,PRJNA517401
SRR8494664,PRJNA517401
SRR8494666,PRJNA517401
SRR8494668,PRJNA517401
SRR8494670,PRJNA517401
SRR8494672,PRJNA517401
SRR8494674,PRJNA517401
SRR8494676,PRJNA517401
SRR8494678,PRJNA517401
SRR8494680,PRJNA517401
SRR8494682,PRJNA517401
SRR8494684,PRJNA517401
SRR8494686,PRJNA517401
SRR8494688,PRJNA517401
SRR8494690,PRJNA517401
SRR8494692,PRJNA517401
SRR8494694,PRJNA517401
SRR8494696,PRJNA517401
SRR8494698,PRJNA517401
SRR8494700,PRJNA517401
SRR8494702,PRJNA517401
SRR8494704,PRJNA517401
SRR8494706,PRJNA517401
SRR8495833,PRJNA517458
SRR8495834,PRJNA517458
SRR8545522,PRJNA521364
SRR8545523,PRJNA521364
SRR8545524,PRJNA521364
SRR8545525,PRJNA521364
SRR8545526,PRJNA521364
SRR8545527,PRJNA521364
SRR8545528,PRJNA521364
SRR8545529,PRJNA521364
SRR8545530,PRJNA521364
SRR8545531,PRJNA521364
SRR8545532,PRJNA521364
SRR8545533,PRJNA521364
SRR8550319,PRJNA521496
SRR8550320,PRJNA521496
SRR8558080,PRJNA521751
SRR8558081,PRJNA521751
SRR8558082,PRJNA521751
SRR8558083,PRJNA521751
SRR8558084,PRJNA521751
SRR8558085,PRJNA521751
SRR8590754,PRJNA523167
SRR8590755,PRJNA523167
SRR8590756,PRJNA523167
SRR8590757,PRJNA523167
SRR8590758,PRJNA523167
SRR8590759,PRJNA523167
SRR8590766,PRJNA523167
SRR8590767,PRJNA523167
SRR8590768,PRJNA523167
SRR8590769,PRJNA523167
SRR8590778,PRJNA523167
SRR8590779,PRJNA523167
SRR8590780,PRJNA523167
SRR8590781,PRJNA523167
SRR8590782,PRJNA523167
SRR8590783,PRJNA523167
SRR8590790,PRJNA523167
SRR8590791,PRJNA523167
SRR8590794,PRJNA523167
SRR8590795,PRJNA523167
SRR8590796,PRJNA523167
SRR8590797,PRJNA523167
SRR8590798,PRJNA523167
SRR8590799,PRJNA523167
SRR8590800,PRJNA523167
SRR8590801,PRJNA523167
SRR8590802,PRJNA523167
SRR8590812,PRJNA523167
SRR8590813,PRJNA523167
SRR8594313,PRJNA523300
SRR8594312,PRJNA523300
SRR8594311,PRJNA523300
SRR8594310,PRJNA523300
SRR8594309,PRJNA523300
SRR8594308,PRJNA523300
SRR8594299,PRJNA523300
SRR8594298,PRJNA523300
SRR8649954,PRJNA525090
SRR8649955,PRJNA525090
SRR8649956,PRJNA525090
SRR8649960,PRJNA525090
SRR8649961,PRJNA525090
SRR8649962,PRJNA525090
SRR8668645,PRJNA525595
SRR8668646,PRJNA525595
SRR8668647,PRJNA525595
SRR8668648,PRJNA525595
SRR8668649,PRJNA525595
SRR8668650,PRJNA525595
SRR8668653,PRJNA525595
SRR8668654,PRJNA525595
SRR8668655,PRJNA525595
SRR8668656,PRJNA525595
SRR8668657,PRJNA525595
SRR8668658,PRJNA525595
SRR8731920,PRJNA526529
SRR8711056,PRJNA526538
SRR8711057,PRJNA526538
SRR8711058,PRJNA526538
SRR8711059,PRJNA526538
SRR8711060,PRJNA526538
SRR8711061,PRJNA526538
SRR8728404,PRJNA527039
SRR8728405,PRJNA527039
SRR8728406,PRJNA527039
SRR8728407,PRJNA527039
SRR8730290,PRJNA527113
SRR8730291,PRJNA527113
SRR8730340,PRJNA527127
SRR8730341,PRJNA527127
SRR8730342,PRJNA527127
SRR8730343,PRJNA527127
SRR8730344,PRJNA527127
SRR8730345,PRJNA527127
SRR8730346,PRJNA527127
SRR8730347,PRJNA527127
SRR8730348,PRJNA527127
SRR8730349,PRJNA527127
SRR8730350,PRJNA527127
SRR8730351,PRJNA527127
SRR8730352,PRJNA527127
SRR8730353,PRJNA527127
SRR8730354,PRJNA527127
SRR8730355,PRJNA527127
SRR8730356,PRJNA527127
SRR8730357,PRJNA527127
SRR8732200,PRJNA527204
SRR8732201,PRJNA527204
SRR8732202,PRJNA527204
SRR8732203,PRJNA527204
SRR8732204,PRJNA527204
SRR8732205,PRJNA527204
SRR8732206,PRJNA527204
SRR8732207,PRJNA527204
SRR8732208,PRJNA527204
SRR8732209,PRJNA527204
SRR8732210,PRJNA527204
SRR8732211,PRJNA527204
SRR8752384,PRJNA528026
SRR8752385,PRJNA528026
SRR8752386,PRJNA528026
SRR8752387,PRJNA528026
SRR8752388,PRJNA528026
SRR8752389,PRJNA528026
SRR8756003,PRJNA528192
SRR8756004,PRJNA528192
SRR8756005,PRJNA528192
SRR8756006,PRJNA528192
SRR8756007,PRJNA528192
SRR8756008,PRJNA528192
SRR8756009,PRJNA528192
SRR8756010,PRJNA528192
SRR8756011,PRJNA528192
SRR8756012,PRJNA528192
SRR8756013,PRJNA528192
SRR8756014,PRJNA528192
SRR8756015,PRJNA528192
SRR8763884,PRJNA528488
SRR8763886,PRJNA528488
SRR8763887,PRJNA528488
SRR8763888,PRJNA528488
SRR8763889,PRJNA528488
SRR8763890,PRJNA528488
SRR8763891,PRJNA528488
SRR8763892,PRJNA528488
SRR8763378,PRJNA528488
SRR8763379,PRJNA528488
SRR8763380,PRJNA528488
SRR8763381,PRJNA528488
SRR8763382,PRJNA528488
SRR8763383,PRJNA528488
SRR8763417,PRJNA528488
SRR8763418,PRJNA528488
SRR8763419,PRJNA528488
SRR8763420,PRJNA528488
SRR8763421,PRJNA528488
SRR8763422,PRJNA528488
SRR8763545,PRJNA528488
SRR8763547,PRJNA528488
SRR8763548,PRJNA528488
SRR8763549,PRJNA528488
SRR8763550,PRJNA528488
SRR8763551,PRJNA528488
SRR8763552,PRJNA528488
SRR8763553,PRJNA528488
SRR8763609,PRJNA528488
SRR8763610,PRJNA528488
SRR8763611,PRJNA528488
SRR8763612,PRJNA528488
SRR8763613,PRJNA528488
SRR8763614,PRJNA528488
SRR8763648,PRJNA528488
SRR8763649,PRJNA528488
SRR8763650,PRJNA528488
SRR8763651,PRJNA528488
SRR8763652,PRJNA528488
SRR8763653,PRJNA528488
SRR8763782,PRJNA528488
SRR8763784,PRJNA528488
SRR8763785,PRJNA528488
SRR8763786,PRJNA528488
SRR8763787,PRJNA528488
SRR8763788,PRJNA528488
SRR8763789,PRJNA528488
SRR8830769,PRJNA530200
SRR8830770,PRJNA530200
SRR8830771,PRJNA530200
SRR8830773,PRJNA530200
SRR8830774,PRJNA530200
SRR8830775,PRJNA530200
SRR8830776,PRJNA530200
SRR8830777,PRJNA530200
SRR8830778,PRJNA530200
SRR8830779,PRJNA530200
SRR8830780,PRJNA530200
SRR9309991,PRJNA530200
SRR9309992,PRJNA530200
SRR9309993,PRJNA530200
SRR9309994,PRJNA530200
SRR9309995,PRJNA530200
SRR9309996,PRJNA530200
SRR9309997,PRJNA530200
SRR9309998,PRJNA530200
SRR9309999,PRJNA530200
SRR9310000,PRJNA530200
SRR8836119,PRJNA530508
SRR8836120,PRJNA530508
SRR8836121,PRJNA530508
SRR8836122,PRJNA530508
SRR8836123,PRJNA530508
SRR8836124,PRJNA530508
SRR8836125,PRJNA530508
SRR8836126,PRJNA530508
SRR8839734,PRJNA530618
SRR8839733,PRJNA530618
SRR8839732,PRJNA530618
SRR8839731,PRJNA530618
SRR8848243,PRJNA530968
SRR8848244,PRJNA530968
SRR8848245,PRJNA530968
SRR8887170,PRJNA532532
SRR8887171,PRJNA532532
SRR8887172,PRJNA532532
SRR8887173,PRJNA532532
SRR8891622,PRJNA532643
SRR8891623,PRJNA532643
SRR8891624,PRJNA532643
SRR8891625,PRJNA532643
SRR8891626,PRJNA532643
SRR8891627,PRJNA532643
SRR8891628,PRJNA532643
SRR8891629,PRJNA532643
SRR8891630,PRJNA532643
SRR8891631,PRJNA532643
SRR8891632,PRJNA532643
SRR8907185,PRJNA533074
SRR8907186,PRJNA533074
SRR8907187,PRJNA533074
SRR8907188,PRJNA533074
SRR8907189,PRJNA533074
SRR8907190,PRJNA533074
SRR8907197,PRJNA533074
SRR8907198,PRJNA533074
SRR8907199,PRJNA533074
SRR8907200,PRJNA533074
SRR8907201,PRJNA533074
SRR8907202,PRJNA533074
SRR8915507,PRJNA533132
SRR8915508,PRJNA533132
SRR8915509,PRJNA533132
SRR8915510,PRJNA533132
SRR8915511,PRJNA533132
SRR8915512,PRJNA533132
SRR8915513,PRJNA533132
SRR8915514,PRJNA533132
SRR8915515,PRJNA533132
SRR8915516,PRJNA533132
SRR8915517,PRJNA533132
SRR8915518,PRJNA533132
SRR8919681,PRJNA533159
SRR8919682,PRJNA533159
SRR8919683,PRJNA533159
SRR9002961,PRJNA534111
SRR9002962,PRJNA534111
SRR9601985,PRJNA534111
SRR9601986,PRJNA534111
SRR11626655,PRJNA540298
SRR11626656,PRJNA540298
SRR11626659,PRJNA540298
SRR11626660,PRJNA540298
SRR11626663,PRJNA540298
SRR11626664,PRJNA540298
SRR11626667,PRJNA540298
SRR11626668,PRJNA540298
SRR14578812,PRJNA540298
SRR14578813,PRJNA540298
SRR9005127,PRJNA540869
SRR9005126,PRJNA540869
SRR9019683,PRJNA541324
SRR9019684,PRJNA541324
SRR9019685,PRJNA541324
SRR9019688,PRJNA541324
SRR9019689,PRJNA541324
SRR9019692,PRJNA541324
SRR9019693,PRJNA541324
SRR9019696,PRJNA541324
SRR9019697,PRJNA541324
SRR9019698,PRJNA541324
SRR9019701,PRJNA541324
SRR9019702,PRJNA541324
SRR9047188,PRJNA542601
SRR9047189,PRJNA542601
SRR12710800,PRJNA543399
SRR12710799,PRJNA543399
SRR9077186,PRJNA543399
SRR9077166,PRJNA543399
SRR9077165,PRJNA543399
SRR9077164,PRJNA543399
SRR9077163,PRJNA543399
SRR9077162,PRJNA543399
SRR9080408,PRJNA543493
SRR9080409,PRJNA543493
SRR9080410,PRJNA543493
SRR9080411,PRJNA543493
SRR9113062,PRJNA544411
SRR9113063,PRJNA544411
SRR9113064,PRJNA544411
SRR9113065,PRJNA544411
SRR9113066,PRJNA544411
SRR9113067,PRJNA544411
SRR9113068,PRJNA544411
SRR9113069,PRJNA544411
SRR9132358,PRJNA545050
SRR9132359,PRJNA545050
SRR9132360,PRJNA545050
SRR9132361,PRJNA545050
SRR9132362,PRJNA545050
SRR9132363,PRJNA545050
SRR9132364,PRJNA545050
SRR9132365,PRJNA545050
SRR9132366,PRJNA545050
SRR9132367,PRJNA545050
SRR9132368,PRJNA545050
SRR9132369,PRJNA545050
SRR9132370,PRJNA545050
SRR9132371,PRJNA545050
SRR9132372,PRJNA545050
SRR9132373,PRJNA545050
SRR9165309,PRJNA545625
SRR9165310,PRJNA545625
SRR9165311,PRJNA545625
SRR9165312,PRJNA545625
SRR9165313,PRJNA545625
SRR9165314,PRJNA545625
SRR9165315,PRJNA545625
SRR9165316,PRJNA545625
SRR9165317,PRJNA545625
SRR9165318,PRJNA545625
SRR9165319,PRJNA545625
SRR9165320,PRJNA545625
SRR9300366,PRJNA548813
SRR9300367,PRJNA548813
SRR9300368,PRJNA548813
SRR9300369,PRJNA548813
SRR9332878,PRJNA549955
SRR9332879,PRJNA549955
SRR9332880,PRJNA549955
SRR9332881,PRJNA549955
SRR9332882,PRJNA549955
SRR9332883,PRJNA549955
SRR9596324,PRJNA550323
SRR9596323,PRJNA550323
SRR9596320,PRJNA550323
SRR9596318,PRJNA550323
SRR9596317,PRJNA550323
SRR9596316,PRJNA550323
SRR9596315,PRJNA550323
SRR9596314,PRJNA550323
SRR9596313,PRJNA550323
SRR9596312,PRJNA550323
SRR9596311,PRJNA550323
SRR9596310,PRJNA550323
SRR9596309,PRJNA550323
SRR9596307,PRJNA550323
SRR9596306,PRJNA550323
SRR9596305,PRJNA550323
SRR9596308,PRJNA550323
SRR9596304,PRJNA550323
SRR9596303,PRJNA550323
SRR9596302,PRJNA550323
SRR9596301,PRJNA550323
SRR9596299,PRJNA550323
SRR9596298,PRJNA550323
SRR9596297,PRJNA550323
SRR9596300,PRJNA550323
SRR9596296,PRJNA550323
SRR9596295,PRJNA550323
SRR9596294,PRJNA550323
SRR9596293,PRJNA550323
SRR9596292,PRJNA550323
SRR9596291,PRJNA550323
SRR9596290,PRJNA550323
