Run,BioProject
SRR1062225,PRJNA232649
SRR1062226,PRJNA232649
SRR1062227,PRJNA232649
SRR1062228,PRJNA232649
SRR1062229,PRJNA232649
SRR1062230,PRJNA232649
SRR1062231,PRJNA232649
SRR1062232,PRJNA232649
SRR1062233,PRJNA232649
SRR1062234,PRJNA232649
SRR1062235,PRJNA232649
SRR1062236,PRJNA232649
SRR1062237,PRJNA232649
SRR1062243,PRJNA232649
SRR1062244,PRJNA232649
SRR1062245,PRJNA232649
SRR1062246,PRJNA232649
SRR1062247,PRJNA232649
SRR1062248,PRJNA232649
SRR1062249,PRJNA232649
SRR1062250,PRJNA232649
SRR1062251,PRJNA232649
SRR1062252,PRJNA232649
SRR1062253,PRJNA232649
SRR1062254,PRJNA232649
SRR1062255,PRJNA232649
SRR1062256,PRJNA232649
SRR1062257,PRJNA232649
SRR1062258,PRJNA232649
SRR1062259,PRJNA232649
SRR1062260,PRJNA232649
SRR1062261,PRJNA232649
SRR1062262,PRJNA232649
SRR1062263,PRJNA232649
SRR1062264,PRJNA232649
SRR1062265,PRJNA232649
SRR1062266,PRJNA232649
SRR1062267,PRJNA232649
SRR1062268,PRJNA232649
SRR1062269,PRJNA232649
SRR1062270,PRJNA232649
SRR1062280,PRJNA232649
SRR1062281,PRJNA232649
SRR1062282,PRJNA232649
SRR1062283,PRJNA232649
SRR1062284,PRJNA232649
SRR1062285,PRJNA232649
SRR1062286,PRJNA232649
SRR1062287,PRJNA232649
SRR1062288,PRJNA232649
SRR1062289,PRJNA232649
SRR1062290,PRJNA232649
SRR1062291,PRJNA232649
SRR1062292,PRJNA232649
SRR1062293,PRJNA232649
SRR1062294,PRJNA232649
SRR1062295,PRJNA232649
SRR1062296,PRJNA232649
SRR1062297,PRJNA232649
SRR1062298,PRJNA232649
SRR1062299,PRJNA232649
SRR1062300,PRJNA232649
SRR1062301,PRJNA232649
SRR1062302,PRJNA232649
SRR1062303,PRJNA232649
SRR1062304,PRJNA232649
SRR1062305,PRJNA232649
SRR1062306,PRJNA232649
SRR1062307,PRJNA232649
SRR1062308,PRJNA232649
SRR1062309,PRJNA232649
SRR1062310,PRJNA232649
SRR1062311,PRJNA232649
SRR1062312,PRJNA232649
SRR1062313,PRJNA232649
SRR1062314,PRJNA232649
SRR1062315,PRJNA232649
SRR1062316,PRJNA232649
SRR1062317,PRJNA232649
SRR1062318,PRJNA232649
SRR1062319,PRJNA232649
SRR1062396,PRJNA232649
SRR1062397,PRJNA232649
SRR1062398,PRJNA232649
SRR1062399,PRJNA232649
SRR1062400,PRJNA232649
SRR1062401,PRJNA232649
SRR1062402,PRJNA232649
SRR1062403,PRJNA232649
SRR1062404,PRJNA232649
SRR1062405,PRJNA232649
SRR1062406,PRJNA232649
SRR1062407,PRJNA232649
SRR1062408,PRJNA232649
SRR1062409,PRJNA232649
SRR1062410,PRJNA232649
SRR1062411,PRJNA232649
SRR1062412,PRJNA232649
SRR1062413,PRJNA232649
SRR1062414,PRJNA232649
SRR1062415,PRJNA232649
SRR1062416,PRJNA232649
SRR1062417,PRJNA232649
SRR1062418,PRJNA232649
SRR1062419,PRJNA232649
SRR1062420,PRJNA232649
SRR1062421,PRJNA232649
SRR1062422,PRJNA232649
SRR1062423,PRJNA232649
SRR1062424,PRJNA232649
SRR1062425,PRJNA232649
SRR1062426,PRJNA232649
SRR1062427,PRJNA232649
SRR1062428,PRJNA232649
SRR1062429,PRJNA232649
SRR1062430,PRJNA232649
SRR1062431,PRJNA232649
SRR1062432,PRJNA232649
SRR1062433,PRJNA232649
SRR1062434,PRJNA232649
SRR1062435,PRJNA232649
SRR1062436,PRJNA232649
SRR1062437,PRJNA232649
SRR1062438,PRJNA232649
SRR1062439,PRJNA232649
SRR1062440,PRJNA232649
SRR1062441,PRJNA232649
SRR1062442,PRJNA232649
SRR1062443,PRJNA232649
SRR1062444,PRJNA232649
SRR1062445,PRJNA232649
SRR1062446,PRJNA232649
SRR1062447,PRJNA232649
SRR1062448,PRJNA232649
SRR1062449,PRJNA232649
SRR1062450,PRJNA232649
SRR1062451,PRJNA232649
SRR1062452,PRJNA232649
SRR1062453,PRJNA232649
SRR1062454,PRJNA232649
SRR1062455,PRJNA232649
SRR1062456,PRJNA232649
SRR1062457,PRJNA232649
SRR1062458,PRJNA232649
SRR1062459,PRJNA232649
SRR1062460,PRJNA232649
SRR1062461,PRJNA232649
SRR1062462,PRJNA232649
SRR1062463,PRJNA232649
SRR1062464,PRJNA232649
SRR1062465,PRJNA232649
SRR1062466,PRJNA232649
SRR1062467,PRJNA232649
SRR1062468,PRJNA232649
SRR1062469,PRJNA232649
SRR1062470,PRJNA232649
SRR1062471,PRJNA232649
SRR1062472,PRJNA232649
SRR1062473,PRJNA232649
SRR1062474,PRJNA232649
SRR1062475,PRJNA232649
SRR1062476,PRJNA232649
SRR1062477,PRJNA232649
SRR1062478,PRJNA232649
SRR1062479,PRJNA232649
SRR1062480,PRJNA232649
SRR1062481,PRJNA232649
SRR1062482,PRJNA232649
SRR1062483,PRJNA232649
SRR1062484,PRJNA232649
SRR1062485,PRJNA232649
SRR1062486,PRJNA232649
SRR1062487,PRJNA232649
SRR1062488,PRJNA232649
SRR1062489,PRJNA232649
SRR1062490,PRJNA232649
SRR1062491,PRJNA232649
SRR1062492,PRJNA232649
SRR1062493,PRJNA232649
SRR1062494,PRJNA232649
SRR1062495,PRJNA232649
SRR1062496,PRJNA232649
SRR1062497,PRJNA232649
SRR1062498,PRJNA232649
SRR1062499,PRJNA232649
SRR1062500,PRJNA232649
SRR1062501,PRJNA232649
SRR1062502,PRJNA232649
SRR1062503,PRJNA232649
SRR1062504,PRJNA232649
SRR1062505,PRJNA232649
SRR1062506,PRJNA232649
SRR1062507,PRJNA232649
SRR1062508,PRJNA232649
SRR1062509,PRJNA232649
SRR1062510,PRJNA232649
SRR1062511,PRJNA232649
SRR1062512,PRJNA232649
SRR1062513,PRJNA232649
SRR1062514,PRJNA232649
SRR1062515,PRJNA232649
SRR1062516,PRJNA232649
SRR1062517,PRJNA232649
SRR1062518,PRJNA232649
SRR1062519,PRJNA232649
SRR1062520,PRJNA232649
SRR1062521,PRJNA232649
SRR1062522,PRJNA232649
SRR1062523,PRJNA232649
SRR1062524,PRJNA232649
SRR1062525,PRJNA232649
SRR1062526,PRJNA232649
SRR1062527,PRJNA232649
SRR1062528,PRJNA232649
SRR1062529,PRJNA232649
SRR1062530,PRJNA232649
SRR1062531,PRJNA232649
SRR1062532,PRJNA232649
SRR1062533,PRJNA232649
SRR1062534,PRJNA232649
SRR1062535,PRJNA232649
SRR1062536,PRJNA232649
SRR1062537,PRJNA232649
SRR1062538,PRJNA232649
SRR1062539,PRJNA232649
SRR1062540,PRJNA232649
SRR1062541,PRJNA232649
SRR1062542,PRJNA232649
SRR1062543,PRJNA232649
SRR1062544,PRJNA232649
SRR1062545,PRJNA232649
SRR1062546,PRJNA232649
SRR1062547,PRJNA232649
SRR1062548,PRJNA232649
SRR1062549,PRJNA232649
SRR1062550,PRJNA232649
SRR1062551,PRJNA232649
SRR1062552,PRJNA232649
SRR1062553,PRJNA232649
SRR1062554,PRJNA232649
SRR1062555,PRJNA232649
SRR1062556,PRJNA232649
SRR1062557,PRJNA232649
SRR1062558,PRJNA232649
SRR1062559,PRJNA232649
SRR1062560,PRJNA232649
SRR1062561,PRJNA232649
SRR1062562,PRJNA232649
SRR1062563,PRJNA232649
SRR1062564,PRJNA232649
SRR1062565,PRJNA232649
SRR1062566,PRJNA232649
SRR1062567,PRJNA232649
SRR1062568,PRJNA232649
SRR1062569,PRJNA232649
SRR1062570,PRJNA232649
SRR1062571,PRJNA232649
SRR1062572,PRJNA232649
SRR1062573,PRJNA232649
SRR1062574,PRJNA232649
SRR1062575,PRJNA232649
SRR1062576,PRJNA232649
SRR1062577,PRJNA232649
SRR1062578,PRJNA232649
SRR1062579,PRJNA232649
SRR1062580,PRJNA232649
SRR1062581,PRJNA232649
SRR1062582,PRJNA232649
SRR1062583,PRJNA232649
SRR1062584,PRJNA232649
SRR1062585,PRJNA232649
SRR1062586,PRJNA232649
SRR1062587,PRJNA232649
SRR1062588,PRJNA232649
SRR1062589,PRJNA232649
SRR1062590,PRJNA232649
SRR1062591,PRJNA232649
SRR1062592,PRJNA232649
SRR1062593,PRJNA232649
SRR1062594,PRJNA232649
SRR1062595,PRJNA232649
SRR1062596,PRJNA232649
SRR1062597,PRJNA232649
SRR1062598,PRJNA232649
SRR1062599,PRJNA232649
SRR1062600,PRJNA232649
SRR1062601,PRJNA232649
SRR1062602,PRJNA232649
SRR1062603,PRJNA232649
SRR1062604,PRJNA232649
SRR1062605,PRJNA232649
SRR1062606,PRJNA232649
SRR1062607,PRJNA232649
SRR1062608,PRJNA232649
SRR1062609,PRJNA232649
SRR1062610,PRJNA232649
SRR1062611,PRJNA232649
SRR1062612,PRJNA232649
SRR1062613,PRJNA232649
SRR1062614,PRJNA232649
SRR1062615,PRJNA232649
SRR1062616,PRJNA232649
SRR1062617,PRJNA232649
SRR1062618,PRJNA232649
SRR1062619,PRJNA232649
SRR1062620,PRJNA232649
SRR1062621,PRJNA232649
SRR1062622,PRJNA232649
SRR1062623,PRJNA232649
SRR1062624,PRJNA232649
SRR1062625,PRJNA232649
SRR1062626,PRJNA232649
SRR1062627,PRJNA232649
SRR1062628,PRJNA232649
SRR1062629,PRJNA232649
SRR1062630,PRJNA232649
SRR1062631,PRJNA232649
SRR1062632,PRJNA232649
SRR1062633,PRJNA232649
SRR1062634,PRJNA232649
SRR1062635,PRJNA232649
SRR1062636,PRJNA232649
SRR1062637,PRJNA232649
SRR1062638,PRJNA232649
SRR1062639,PRJNA232649
SRR1062640,PRJNA232649
SRR1062641,PRJNA232649
SRR1062642,PRJNA232649
SRR1062643,PRJNA232649
SRR1062644,PRJNA232649
SRR1062645,PRJNA232649
SRR1062646,PRJNA232649
SRR1062647,PRJNA232649
SRR1062648,PRJNA232649
SRR1062649,PRJNA232649
SRR1062650,PRJNA232649
SRR1062651,PRJNA232649
SRR1062652,PRJNA232649
SRR1062653,PRJNA232649
SRR1062654,PRJNA232649
SRR1062655,PRJNA232649
SRR1062656,PRJNA232649
SRR1062657,PRJNA232649
SRR1062658,PRJNA232649
SRR1062659,PRJNA232649
SRR1062660,PRJNA232649
SRR1062661,PRJNA232649
SRR1062662,PRJNA232649
SRR1062663,PRJNA232649
SRR1062664,PRJNA232649
SRR1062665,PRJNA232649
SRR1062666,PRJNA232649
SRR1062667,PRJNA232649
SRR1062668,PRJNA232649
SRR1062669,PRJNA232649
SRR1062670,PRJNA232649
SRR1062671,PRJNA232649
SRR1062672,PRJNA232649
SRR1062673,PRJNA232649
SRR1062674,PRJNA232649
SRR1062675,PRJNA232649
SRR1062676,PRJNA232649
SRR1062677,PRJNA232649
SRR1062678,PRJNA232649
SRR1062679,PRJNA232649
SRR1062680,PRJNA232649
SRR1062681,PRJNA232649
SRR1062682,PRJNA232649
SRR1062683,PRJNA232649
SRR1062684,PRJNA232649
SRR1062685,PRJNA232649
SRR1062686,PRJNA232649
SRR1062687,PRJNA232649
SRR1062688,PRJNA232649
SRR1062689,PRJNA232649
SRR1062690,PRJNA232649
SRR1062691,PRJNA232649
SRR1062692,PRJNA232649
SRR1062693,PRJNA232649
SRR1062694,PRJNA232649
SRR1062695,PRJNA232649
SRR1062696,PRJNA232649
SRR1062697,PRJNA232649
SRR1062698,PRJNA232649
SRR1062699,PRJNA232649
SRR1062700,PRJNA232649
SRR1062701,PRJNA232649
SRR1062702,PRJNA232649
SRR1062703,PRJNA232649
SRR1062704,PRJNA232649
SRR1062705,PRJNA232649
SRR1062706,PRJNA232649
SRR1062707,PRJNA232649
SRR1062708,PRJNA232649
SRR1062709,PRJNA232649
SRR1062710,PRJNA232649
SRR1062711,PRJNA232649
SRR1062712,PRJNA232649
SRR1062713,PRJNA232649
SRR1062714,PRJNA232649
SRR1062715,PRJNA232649
SRR1062716,PRJNA232649
SRR1062717,PRJNA232649
SRR1062718,PRJNA232649
SRR1062719,PRJNA232649
SRR1062720,PRJNA232649
SRR1062721,PRJNA232649
SRR1062722,PRJNA232649
SRR1062723,PRJNA232649
SRR1062724,PRJNA232649
SRR1062725,PRJNA232649
SRR1062726,PRJNA232649
SRR1062727,PRJNA232649
SRR1062728,PRJNA232649
SRR1062729,PRJNA232649
SRR1062730,PRJNA232649
SRR1062731,PRJNA232649
SRR1062732,PRJNA232649
SRR1062733,PRJNA232649
SRR1062734,PRJNA232649
SRR1062735,PRJNA232649
SRR1062736,PRJNA232649
SRR1062737,PRJNA232649
SRR1062738,PRJNA232649
SRR1062767,PRJNA232649
SRR1062768,PRJNA232649
SRR1062769,PRJNA232649
SRR1062770,PRJNA232649
SRR1062771,PRJNA232649
SRR1062772,PRJNA232649
SRR1062773,PRJNA232649
SRR1062774,PRJNA232649
SRR1062775,PRJNA232649
SRR1062776,PRJNA232649
SRR1062777,PRJNA232649
SRR1062778,PRJNA232649
SRR1062779,PRJNA232649
SRR1062780,PRJNA232649
SRR1062781,PRJNA232649
SRR1062782,PRJNA232649
SRR1062783,PRJNA232649
SRR1062784,PRJNA232649
SRR1062785,PRJNA232649
SRR1062798,PRJNA232649
SRR1062799,PRJNA232649
SRR1062800,PRJNA232649
SRR1062801,PRJNA232649
SRR1062802,PRJNA232649
SRR1062803,PRJNA232649
SRR1062804,PRJNA232649
SRR1062805,PRJNA232649
SRR1062806,PRJNA232649
SRR1062807,PRJNA232649
SRR1062808,PRJNA232649
SRR1062809,PRJNA232649
SRR1062810,PRJNA232649
SRR1062811,PRJNA232649
SRR1062812,PRJNA232649
SRR1062813,PRJNA232649
SRR1062814,PRJNA232649
SRR1062815,PRJNA232649
SRR1062816,PRJNA232649
SRR1062817,PRJNA232649
SRR1062818,PRJNA232649
SRR1204655,PRJNA242628
SRR1204656,PRJNA242628
SRR1910731,PRJNA278009
SRR1910732,PRJNA278009
SRR1910735,PRJNA278009
SRR1910736,PRJNA278009
SRR2060716,PRJNA286795
SRR2060718,PRJNA286795
SRR2060720,PRJNA286795
SRR2078180,PRJNA288089
SRR2078181,PRJNA288089
SRR2163083,PRJNA292861
SRR2163084,PRJNA292861
SRR2163085,PRJNA292861
SRR2163086,PRJNA292861
SRR2163087,PRJNA292861
SRR2163093,PRJNA292861
SRR2163094,PRJNA292861
SRR2163095,PRJNA292861
SRR2163096,PRJNA292861
SRR2163097,PRJNA292861
SRR2163103,PRJNA292861
SRR2163104,PRJNA292861
SRR2163105,PRJNA292861
SRR2163106,PRJNA292861
SRR2163107,PRJNA292861
SRR2163113,PRJNA292861
SRR2163114,PRJNA292861
SRR2733385,PRJNA292861
SRR3129148,PRJNA309995
SRR3129149,PRJNA309995
SRR3129152,PRJNA309995
SRR3129153,PRJNA309995
SRR3129936,PRJNA310015
SRR3129937,PRJNA310015
SRR3129940,PRJNA310015
SRR3129941,PRJNA310015
SRR3130940,PRJNA310096
SRR3130941,PRJNA310096
SRR3130944,PRJNA310096
SRR3130945,PRJNA310096
SRR3131003,PRJNA310107
SRR3131004,PRJNA310107
SRR3131007,PRJNA310107
SRR3131008,PRJNA310107
SRR3131011,PRJNA310107
SRR3131012,PRJNA310107
SRR3131015,PRJNA310107
SRR3131016,PRJNA310107
SRR3131019,PRJNA310107
SRR3131021,PRJNA310107
SRR3131023,PRJNA310107
SRR3131025,PRJNA310107
SRR3199149,PRJNA314019
SRR3199150,PRJNA314019
SRR3199151,PRJNA314019
SRR3199152,PRJNA314019
SRR3199153,PRJNA314019
SRR3199154,PRJNA314019
SRR3199155,PRJNA314019
SRR3199156,PRJNA314019
SRR3199157,PRJNA314019
SRR3199158,PRJNA314019
SRR3199159,PRJNA314019
SRR3199160,PRJNA314019
SRR3199161,PRJNA314019
SRR3199162,PRJNA314019
SRR3199163,PRJNA314019
SRR3199164,PRJNA314019
SRR3199173,PRJNA314019
SRR3199174,PRJNA314019
SRR3199175,PRJNA314019
SRR3199176,PRJNA314019
SRR3199177,PRJNA314019
SRR3199178,PRJNA314019
SRR3199179,PRJNA314019
SRR3199180,PRJNA314019
SRR3710282,PRJNA326506
SRR3710283,PRJNA326506
SRR3710284,PRJNA326506
SRR3710288,PRJNA326506
SRR3710289,PRJNA326506
SRR3710290,PRJNA326506
SRR3710295,PRJNA326506
SRR3710296,PRJNA326506
SRR3710297,PRJNA326506
SRR3710298,PRJNA326506
SRR3710300,PRJNA326506
SRR3710302,PRJNA326506
SRR3710305,PRJNA326506
SRR3710306,PRJNA326506
SRR4175347,PRJNA342004
SRR4175348,PRJNA342004
SRR4175349,PRJNA342004
SRR4175350,PRJNA342004
SRR4175351,PRJNA342004
SRR4175352,PRJNA342004
SRR4175353,PRJNA342004
SRR4175354,PRJNA342004
SRR4175355,PRJNA342004
SRR4175356,PRJNA342004
SRR4175357,PRJNA342004
SRR4175358,PRJNA342004
SRR4436398,PRJNA349752
SRR4436400,PRJNA349752
SRR4436402,PRJNA349752
SRR4436404,PRJNA349752
SRR4436406,PRJNA349752
SRR4436408,PRJNA349752
SRR4436410,PRJNA349752
SRR4436412,PRJNA349752
SRR4450327,PRJNA350543
SRR4450328,PRJNA350543
SRR4450329,PRJNA350543
SRR4450330,PRJNA350543
SRR4450331,PRJNA350543
SRR4450332,PRJNA350543
SRR5013257,PRJNA353260
SRR5013258,PRJNA353260
SRR5013260,PRJNA353260
SRR5172020,PRJNA361113
SRR5315024,PRJNA361113
SRR5315025,PRJNA361113
SRR5227448,PRJNA369756
SRR5227449,PRJNA369756
SRR5413155,PRJNA381596
SRR5413156,PRJNA381596
SRR5413157,PRJNA381596
SRR5413158,PRJNA381596
SRR5742252,PRJNA391480
SRR5742254,PRJNA391480
SRR5859396,PRJNA395384
SRR5859397,PRJNA395384
SRR5859398,PRJNA395384
SRR5859399,PRJNA395384
SRR5859408,PRJNA395384
SRR5859409,PRJNA395384
SRR5859410,PRJNA395384
SRR5859411,PRJNA395384
SRR5996803,PRJNA400476
SRR5996802,PRJNA400476
SRR5996801,PRJNA400476
SRR5996800,PRJNA400476
SRR5996799,PRJNA400476
SRR5996798,PRJNA400476
SRR5996797,PRJNA400476
SRR5996796,PRJNA400476
SRR5990809,PRJNA401882
SRR5990810,PRJNA401882
SRR5990811,PRJNA401882
SRR5990815,PRJNA401882
SRR5990816,PRJNA401882
SRR5990817,PRJNA401882
SRR5990821,PRJNA401882
SRR5990822,PRJNA401882
SRR5990823,PRJNA401882
SRR5990827,PRJNA401882
SRR5990828,PRJNA401882
SRR5990829,PRJNA401882
SRR5990833,PRJNA401882
SRR5990834,PRJNA401882
SRR5990835,PRJNA401882
SRR5990839,PRJNA401882
SRR5990840,PRJNA401882
SRR5990841,PRJNA401882
SRR5990843,PRJNA401882
SRR5990845,PRJNA401882
SRR5990847,PRJNA401882
SRR5990849,PRJNA401882
SRR6053327,PRJNA408071
SRR6053328,PRJNA408071
SRR6053329,PRJNA408071
SRR6053333,PRJNA408071
SRR6053334,PRJNA408071
SRR6053474,PRJNA408093
SRR6053475,PRJNA408093
SRR6053476,PRJNA408093
SRR6053477,PRJNA408093
SRR6053478,PRJNA408093
SRR6053479,PRJNA408093
SRR6053480,PRJNA408093
SRR6053481,PRJNA408093
SRR6053482,PRJNA408093
SRR6053483,PRJNA408093
SRR6053484,PRJNA408093
SRR6107148,PRJNA412370
SRR6107149,PRJNA412370
SRR6107150,PRJNA412370
SRR6107151,PRJNA412370
SRR6128380,PRJNA412979
SRR6128382,PRJNA412979
SRR6128384,PRJNA412979
SRR6128386,PRJNA412979
SRR6128388,PRJNA412979
SRR6128390,PRJNA412979
SRR6181538,PRJNA414611
SRR6181539,PRJNA414611
SRR6181540,PRJNA414611
SRR6181541,PRJNA414611
SRR6181542,PRJNA414611
SRR6181543,PRJNA414611
SRR6181544,PRJNA414611
SRR6181545,PRJNA414611
SRR6181546,PRJNA414611
SRR6181547,PRJNA414611
SRR6181548,PRJNA414611
SRR6181549,PRJNA414611
SRR6181550,PRJNA414611
SRR6181551,PRJNA414611
SRR6181552,PRJNA414611
SRR6181553,PRJNA414611
SRR6181554,PRJNA414611
SRR6181555,PRJNA414611
SRR6181556,PRJNA414611
SRR6181557,PRJNA414611
SRR6181558,PRJNA414611
SRR6181559,PRJNA414611
SRR6181560,PRJNA414611
SRR6181561,PRJNA414611
SRR6181562,PRJNA414611
SRR6181563,PRJNA414611
SRR6181564,PRJNA414611
SRR6181565,PRJNA414611
SRR6181566,PRJNA414611
SRR6181567,PRJNA414611
SRR6181568,PRJNA414611
SRR6181569,PRJNA414611
SRR6181570,PRJNA414611
SRR6181571,PRJNA414611
SRR6181572,PRJNA414611
SRR6181573,PRJNA414611
SRR6181574,PRJNA414611
SRR6260802,PRJNA417264
SRR6260803,PRJNA417264
SRR6515954,PRJNA431807
SRR6515955,PRJNA431807
SRR6515956,PRJNA431807
SRR6515957,PRJNA431807
SRR6515958,PRJNA431807
SRR6515959,PRJNA431807
SRR6515960,PRJNA431807
SRR6515961,PRJNA431807
SRR6515962,PRJNA431807
SRR6515963,PRJNA431807
SRR7252578,PRJNA474431
SRR7252579,PRJNA474431
SRR7252580,PRJNA474431
SRR7252581,PRJNA474431
SRR7293729,PRJNA475675
SRR7293731,PRJNA475675
SRR7420376,PRJNA477799
SRR7420377,PRJNA477799
SRR7420378,PRJNA477799
SRR7420379,PRJNA477799
SRR7420380,PRJNA477799
SRR7420381,PRJNA477799
SRR7420382,PRJNA477799
SRR7420383,PRJNA477799
SRR7420384,PRJNA477799
SRR7420385,PRJNA477799
SRR7420386,PRJNA477799
SRR7517656,PRJNA480953
SRR7517655,PRJNA480953
SRR7704596,PRJNA486442
SRR7704597,PRJNA486442
SRR7704598,PRJNA486442
SRR7704599,PRJNA486442
SRR7704600,PRJNA486442
SRR7704601,PRJNA486442
SRR7704602,PRJNA486442
SRR7704603,PRJNA486442
SRR7704604,PRJNA486442
SRR7704605,PRJNA486442
SRR7704606,PRJNA486442
SRR7704607,PRJNA486442
SRR7704608,PRJNA486442
SRR7808449,PRJNA489895
SRR7808450,PRJNA489895
SRR7808451,PRJNA489895
SRR7808452,PRJNA489895
SRR7896326,PRJNA492921
SRR8130841,PRJNA499096
SRR8130840,PRJNA499096
SRR8130839,PRJNA499096
SRR8130838,PRJNA499096
SRR8130836,PRJNA499096
SRR8130835,PRJNA499096
SRR8130834,PRJNA499096
SRR8130831,PRJNA499096
SRR8130830,PRJNA499096
SRR8375039,PRJNA511999
SRR8535424,PRJNA521077
SRR8535423,PRJNA521077
SRR8535412,PRJNA521077
SRR8535411,PRJNA521077
SRR8535410,PRJNA521077
SRR8535409,PRJNA521077
SRR8543477,PRJNA521077
SRR8543476,PRJNA521077
SRR8543473,PRJNA521077
SRR8543471,PRJNA521077
SRR8543470,PRJNA521077
SRR8543469,PRJNA521077
SRR8899067,PRJNA532893
SRR8899068,PRJNA532893
SRR8899069,PRJNA532893
SRR8899070,PRJNA532893
SRR8899071,PRJNA532893
SRR8899072,PRJNA532893
SRR8899073,PRJNA532893
SRR8899065,PRJNA532893
SRR8899066,PRJNA532893
SRR8899091,PRJNA532897
SRR8899092,PRJNA532897
SRR8899093,PRJNA532897
SRR8899094,PRJNA532897
SRR8899095,PRJNA532897
SRR8899096,PRJNA532897
SRR8899097,PRJNA532897
SRR8899089,PRJNA532897
SRR8899090,PRJNA532897
SRR9029679,PRJNA541924
SRR9029680,PRJNA541924
SRR9029681,PRJNA541924
SRR9029682,PRJNA541924
SRR9029683,PRJNA541924
SRR9029684,PRJNA541924
SRR9029685,PRJNA541924
SRR9029686,PRJNA541924
SRR9029739,PRJNA541924
SRR9029740,PRJNA541924
SRR9029741,PRJNA541924
SRR9029742,PRJNA541924
SRR9029743,PRJNA541924
SRR9029744,PRJNA541924
SRR9029745,PRJNA541924
SRR9029746,PRJNA541924
SRR9029759,PRJNA541924
SRR9029760,PRJNA541924
SRR9029761,PRJNA541924
SRR9029762,PRJNA541924
SRR9029763,PRJNA541924
SRR9029764,PRJNA541924
SRR9029765,PRJNA541924
SRR9029766,PRJNA541924
SRR9029767,PRJNA541924
SRR9029768,PRJNA541924
SRR9029769,PRJNA541924
SRR9029770,PRJNA541924
SRR9029771,PRJNA541924
SRR9029772,PRJNA541924
SRR9029773,PRJNA541924
SRR9029774,PRJNA541924
SRR9029775,PRJNA541924
SRR9029776,PRJNA541924
SRR9029777,PRJNA541924
SRR9029778,PRJNA541924
SRR9029779,PRJNA541924
SRR9029780,PRJNA541924
SRR9029781,PRJNA541924
SRR9029782,PRJNA541924
SRR9029783,PRJNA541924
SRR9029784,PRJNA541924
SRR9029785,PRJNA541924
SRR9029786,PRJNA541924
SRR9029787,PRJNA541924
SRR9029788,PRJNA541924
SRR9029789,PRJNA541924
SRR9029790,PRJNA541924
SRR9029791,PRJNA541924
SRR9029792,PRJNA541924
SRR9029793,PRJNA541924
SRR9029794,PRJNA541924
SRR9029795,PRJNA541924
SRR9029796,PRJNA541924
SRR9029797,PRJNA541924
SRR9029798,PRJNA541924
SRR9029799,PRJNA541924
SRR9029800,PRJNA541924
SRR9029801,PRJNA541924
SRR9029802,PRJNA541924
SRR9029803,PRJNA541924
SRR9029804,PRJNA541924
SRR9029805,PRJNA541924
SRR9029806,PRJNA541924
SRR9681747,PRJNA542601
SRR9295889,PRJNA548784
SRR9295890,PRJNA548784
SRR9295891,PRJNA548784
SRR9295892,PRJNA548784
SRR9295897,PRJNA548784
SRR9295898,PRJNA548784
SRR9295899,PRJNA548784
SRR9295900,PRJNA548784
SRR9295905,PRJNA548784
SRR9295906,PRJNA548784
SRR9295907,PRJNA548784
SRR9295908,PRJNA548784
SRR10382043,PRJNA548784
SRR10382044,PRJNA548784
SRR10382045,PRJNA548784
SRR10382046,PRJNA548784
SRR9336389,PRJNA550038
SRR9336391,PRJNA550038
SRR9336393,PRJNA550038
SRR9336395,PRJNA550038
SRR9620586,PRJNA550038
SRR9620588,PRJNA550038
SRR9651902,PRJNA553160
SRR9651903,PRJNA553160
SRR9651904,PRJNA553160
SRR9651905,PRJNA553160
SRR9651906,PRJNA553160
SRR9651907,PRJNA553160
SRR9651908,PRJNA553160
SRR9651909,PRJNA553160
SRR9730186,PRJNA556006
SRR9730187,PRJNA556006
SRR9730189,PRJNA556006
SRR9730190,PRJNA556006
SRR9730192,PRJNA556006
SRR9730193,PRJNA556006
SRR9730195,PRJNA556006
SRR9730196,PRJNA556006
SRR9730198,PRJNA556006
SRR9730199,PRJNA556006
SRR9730200,PRJNA556006
SRR9730202,PRJNA556006
SRR9730203,PRJNA556006
SRR9730204,PRJNA556006
SRR9730205,PRJNA556006
SRR9730206,PRJNA556006
SRR9730207,PRJNA556006
SRR9730209,PRJNA556006
SRR9730210,PRJNA556006
SRR9730212,PRJNA556006
SRR9730213,PRJNA556006
SRR9730214,PRJNA556006
SRR9730215,PRJNA556006
SRR9730216,PRJNA556006
SRR9730150,PRJNA556006
SRR9730151,PRJNA556006
SRR9730153,PRJNA556006
SRR9730218,PRJNA556006
SRR9730219,PRJNA556006
SRR9730221,PRJNA556006
SRR9730222,PRJNA556006
SRR9730154,PRJNA556006
SRR9730156,PRJNA556006
SRR9730157,PRJNA556006
SRR9730159,PRJNA556006
SRR9730160,PRJNA556006
SRR9730162,PRJNA556006
SRR9730163,PRJNA556006
SRR9730165,PRJNA556006
SRR9730166,PRJNA556006
SRR9730168,PRJNA556006
SRR9730169,PRJNA556006
SRR9730171,PRJNA556006
SRR9730172,PRJNA556006
SRR9730174,PRJNA556006
SRR9730175,PRJNA556006
SRR9730177,PRJNA556006
SRR9730178,PRJNA556006
SRR9730180,PRJNA556006
SRR9730181,PRJNA556006
SRR9730183,PRJNA556006
SRR9730184,PRJNA556006
